TableS4. Integrated SFTSV sequences for Strains annottated for all the three segments information,,,,,,,,,,,,,,,,,,
accession_L,length_L,collection_date_L,host_L,strain,country_original_L,segment_L,accession_M,length_M,collection_date_M,host_M,country_original_M,segment_M,accession_S,length,collection_date,host,country_original,segment
KU507544,6368,1/1/2013,Homo sapiens,KADGH4,South Korea,L,KU507549,3378,1/1/2013,Homo sapiens,South Korea,M,KU507554,1746,41275,Homo sapiens,South Korea,S
KP663737,6368,9/30/2014,Homo sapiens,KAGBH5,South Korea,L,KP663738,3378,9/30/2014,Homo sapiens,South Korea,M,KP663739,1746,41912,Homo sapiens,South Korea,S
KP663740,6368,9/30/2014,Homo sapiens,KAGBH6,South Korea,L,KP663741,3378,9/30/2014,Homo sapiens,South Korea,M,KP663742,1746,41912,Homo sapiens,South Korea,S
KU507545,6368,1/1/2013,Homo sapiens,KAGNH,South Korea,L,KU507550,3378,1/1/2013,Homo sapiens,South Korea,M,KU507555,1746,41275,Homo sapiens,South Korea,S
KU507546,6368,1/1/2013,Homo sapiens,KAGNH4,South Korea,L,KU507551,3378,1/1/2013,Homo sapiens,South Korea,M,KU507556,1746,41275,Homo sapiens,South Korea,S
KP663734,6368,9/30/2014,Homo sapiens,KAGWH3,South Korea,L,KP663735,3378,9/30/2014,Homo sapiens,South Korea,M,KP663736,1746,41912,Homo sapiens,South Korea,S
KY273136,6368,1/1/2013,tick,KAGWT,South Korea,L,KY273137,3378,1/1/2013,tick,South Korea,M,KY273138,1746,41275,tick,South Korea,S
KU507547,6368,1/1/2013,Homo sapiens,KAJNH2,South Korea,L,KU507552,3378,1/1/2013,Homo sapiens,South Korea,M,KU507557,1746,41275,Homo sapiens,South Korea,S
KP663731,6368,9/30/2014,Homo sapiens,KASJH,South Korea,L,KP663732,3378,9/30/2014,Homo sapiens,South Korea,M,KP663733,1746,41912,Homo sapiens,South Korea,S
MH491549,6368,1/1/2015,Homo sapiens,KH1,South Korea,L,MH491548,3378,1/1/2015,Homo sapiens,South Korea,M,MH491547,1746,42005,Homo sapiens,South Korea,S
MT114200,6368,7/1/2010,Homo sapiens,LN2010-001,China: Liaoning,L,MT114216,3378,7/1/2010,Homo sapiens,China: Liaoning,M,MT114260,1746,40360,Homo sapiens,China: Liaoning,S
MT114201,6368,7/1/2010,Homo sapiens,LN2010-017,China: Liaoning,L,MT114217,3378,7/1/2010,Homo sapiens,China: Liaoning,M,MT114261,1746,40360,Homo sapiens,China: Liaoning,S
MT114202,6368,6/29/2011,Homo sapiens,LN2011-001,China: Liaoning,L,MT114218,3378,6/29/2011,Homo sapiens,China: Liaoning,M,MT114262,1746,40723,Homo sapiens,China: Liaoning,S
MT114203,6368,8/10/2011,Homo sapiens,LN2011-037,China: Liaoning,L,MT114219,3378,8/10/2011,Homo sapiens,China: Liaoning,M,MT114263,1746,40765,Homo sapiens,China: Liaoning,S
MT114204,6368,6/18/2011,Homo sapiens,LN2011-pc,China: Liaoning,L,MT114221,3378,6/18/2011,Homo sapiens,China: Liaoning,M,MT114265,1746,40712,Homo sapiens,China: Liaoning,S
MT114205,6368,6/18/2011,Homo sapiens,LN2011-xq,China: Liaoning,L,MT114220,3378,6/18/2011,Homo sapiens,China: Liaoning,M,MT114264,1746,40712,Homo sapiens,China: Liaoning,S
MT114206,6368,7/22/2012,Homo sapiens,LN2012-030,China: Liaoning,L,MT114222,3378,7/22/2012,Homo sapiens,China: Liaoning,M,MT114266,1746,41112,Homo sapiens,China: Liaoning,S
MT114207,6368,8/18/2012,Homo sapiens,LN2012-038,China: Liaoning,L,MT114223,3378,8/18/2012,Homo sapiens,China: Liaoning,M,MT114267,1746,41139,Homo sapiens,China: Liaoning,S
MT114208,6368,8/3/2012,Homo sapiens,LN2012-047,China: Liaoning,L,MT114224,3378,8/3/2012,Homo sapiens,China: Liaoning,M,MT114268,1746,41124,Homo sapiens,China: Liaoning,S
MT114209,6368,8/3/2012,Homo sapiens,LN2012-049,China: Liaoning,L,MT114225,3378,8/3/2012,Homo sapiens,China: Liaoning,M,MT114269,1746,41124,Homo sapiens,China: Liaoning,S
KF887441,6368,7/4/2012,Homo sapiens,LN2012-14,China,L,KF887436,3378,7/4/2012,Homo sapiens,China,M,KF887431,1744,41094,Homo sapiens,China,S
KF887442,6368,7/19/2012,Homo sapiens,LN2012-34,China,L,KF887437,3378,7/19/2012,Homo sapiens,China,M,KF887432,1744,41109,Homo sapiens,China,S
KF887443,6368,8/2/2012,Homo sapiens,LN2012-41,China,L,KF887438,3378,8/2/2012,Homo sapiens,China,M,KF887433,1744,41123,Homo sapiens,China,S
KF887444,6368,8/1/2012,Homo sapiens,LN2012-42,China,L,KF887439,3378,8/1/2012,Homo sapiens,China,M,KF887434,1744,41122,Homo sapiens,China,S
KF887445,6368,8/6/2012,Homo sapiens,LN2012-58,China,L,KF887440,3378,8/6/2012,Homo sapiens,China,M,KF887435,1744,41127,Homo sapiens,China,S
MT114210,6368,6/3/2013,Homo sapiens,LN2013-019,China: Liaoning,L,MT114226,3378,6/3/2013,Homo sapiens,China: Liaoning,M,MT114270,1746,41428,Homo sapiens,China: Liaoning,S
MT114211,6368,7/3/2013,Homo sapiens,LN2013-029,China: Liaoning,L,MT114227,3378,7/3/2013,Homo sapiens,China: Liaoning,M,MT114271,1746,41458,Homo sapiens,China: Liaoning,S
MT114212,6368,6/25/2013,Homo sapiens,LN2013-030,China: Liaoning,L,MT114228,3378,6/25/2013,Homo sapiens,China: Liaoning,M,MT114272,1746,41450,Homo sapiens,China: Liaoning,S
MT114213,6368,7/31/2013,Homo sapiens,LN2013-035,China: Liaoning,L,MT114229,3378,7/31/2013,Homo sapiens,China: Liaoning,M,MT114273,1746,41486,Homo sapiens,China: Liaoning,S
MT114214,6368,8/19/2013,Homo sapiens,LN2013-047,China: Liaoning,L,MT114230,3378,8/19/2013,Homo sapiens,China: Liaoning,M,MT114274,1746,41505,Homo sapiens,China: Liaoning,S
MT114215,6368,9/23/2013,Homo sapiens,LN2013-065,China: Liaoning,L,MT114231,3378,9/23/2013,Homo sapiens,China: Liaoning,M,MT114275,1746,41540,Homo sapiens,China: Liaoning,S
LC536560,6368,3/1/2016,Haemaphysalis formosensis,N10,Japan: Miyazaki,L,LC536550,3378,3/1/2016,Haemaphysalis formosensis,Japan: Miyazaki,M,LC536540,1746,42430,Haemaphysalis formosensis,Japan: Miyazaki,S
LC536561,6368,3/1/2016,Haemaphysalis formosensis,N12,Japan: Miyazaki,L,LC536551,3378,3/1/2016,Haemaphysalis formosensis,Japan: Miyazaki,M,LC536541,1746,42430,Haemaphysalis formosensis,Japan: Miyazaki,S
LC536562,6368,3/1/2016,Haemaphysalis formosensis,N14,Japan: Miyazaki,L,LC536552,3378,3/1/2016,Haemaphysalis formosensis,Japan: Miyazaki,M,LC536542,1746,42430,Haemaphysalis formosensis,Japan: Miyazaki,S
LC536563,6368,3/1/2016,Haemaphysalis histritis,N19,Japan: Miyazaki,L,LC536553,3378,3/1/2016,Haemaphysalis histritis,Japan: Miyazaki,M,LC536543,1746,42430,Haemaphysalis histritis,Japan: Miyazaki,S
LC536557,6368,3/1/2016,Amblyomma testudinarium,N2,Japan: Miyazaki,L,LC536547,3378,3/1/2016,Amblyomma testudinarium,Japan: Miyazaki,M,LC536537,1746,42430,Amblyomma testudinarium,Japan: Miyazaki,S
LC536564,6368,3/1/2016,Haemaphysalis histritis,N21,Japan: Miyazaki,L,LC536554,3378,3/1/2016,Haemaphysalis histritis,Japan: Miyazaki,M,LC536544,1746,42430,Haemaphysalis histritis,Japan: Miyazaki,S
LC536565,6368,3/1/2016,Haemaphysalis megapinosa,N23,Japan: Miyazaki,L,LC536555,3378,3/1/2016,Haemaphysalis megapinosa,Japan: Miyazaki,M,LC536545,1746,42430,Haemaphysalis megapinosa,Japan: Miyazaki,S
LC536558,6368,3/1/2016,Amblyomma testudinarium,N4,Japan: Miyazaki,L,LC536548,3378,3/1/2016,Amblyomma testudinarium,Japan: Miyazaki,M,LC536538,1746,42430,Amblyomma testudinarium,Japan: Miyazaki,S
LC536559,6368,3/1/2016,Haemaphysalis flava,N7,Japan: Miyazaki,L,LC536549,3378,3/1/2016,Haemaphysalis flava,Japan: Miyazaki,M,LC536539,1746,42430,Haemaphysalis flava,Japan: Miyazaki,S
KR698349,6368,1/1/2013,Homo sapiens,NB08/CHN/2013,China,L,KR698336,3378,1/1/2013,Homo sapiens,China,M,KR698323,1744,41275,Homo sapiens,China,S
KR698350,6368,1/1/2013,Homo sapiens,NB24/CHN/2013,China,L,KR698337,3378,1/1/2013,Homo sapiens,China,M,KR698324,1744,41275,Homo sapiens,China,S
KR698351,6368,1/1/2013,Homo sapiens,NB31/CHN/2013,China,L,KR698338,3378,1/1/2013,Homo sapiens,China,M,KR698325,1744,41275,Homo sapiens,China,S
KR698352,6368,1/1/2013,Homo sapiens,NB32/CHN/2013,China,L,KR698339,3378,1/1/2013,Homo sapiens,China,M,KR698326,1744,41275,Homo sapiens,China,S
KR698353,6368,1/1/2013,Homo sapiens,NB34/CHN/2013,China,L,KR698340,3378,1/1/2013,Homo sapiens,China,M,KR698327,1744,41275,Homo sapiens,China,S
KR698354,6368,1/1/2013,Homo sapiens,NB38/CHN/2013,China,L,KR698341,3378,1/1/2013,Homo sapiens,China,M,KR698328,1744,41275,Homo sapiens,China,S
KR698355,6368,1/1/2014,Homo sapiens,NB39/CHN/2014,China,L,KR698342,3378,1/1/2014,Homo sapiens,China,M,KR698329,1744,41640,Homo sapiens,China,S
MF045950,6368,6/15/2016,tabanus,NM1,China: Henan,L,MF045960,3378,6/15/2016,Homo sapiens,China: Henan,M,MF045966,1773,42536,Tabanus,China: Henan,S
KR706567,6368,7/30/2014,Homo sapiens,QD7,China,L,KR706566,3378,7/30/2014,Homo sapiens,China,M,KR706565,1745,41850,Homo sapiens,China,S
MF140447,6368,3/3/2015,rat,RAT3,China: Henan,L,MF140448,3378,3/3/2015,rat,China: Henan,M,MF140449,1744,42066,rat,China: Henan,S
KR698356,6368,1/1/2014,Apodemus agrarius ningpoensis,Rodent01/NB/CHN/2014,China,L,KR698343,3378,1/1/2014,Apodemus agrarius ningpoensis,China,M,KR698330,1744,41640,Apodemus agrarius ningpoensis,China,S
KR698357,6368,1/1/2014,Apodemus agrarius ningpoensis,Rodent02/NB/CHN/2014,China,L,KR698344,3378,1/1/2014,Apodemus agrarius ningpoensis,China,M,KR698331,1744,41640,Apodemus agrarius ningpoensis,China,S
MT005200,6368,6/7/2011,Homo sapiens,SD2011-006,China: Shandong,L,MT005242,3378,6/7/2011,Homo sapiens,China: Shandong,M,MT114290,1746,40701,Homo sapiens,China: Shandong,S
MT005201,6368,6/4/2011,Homo sapiens,SD2011-027,China: Shandong,L,MT005243,3378,6/4/2011,Homo sapiens,China: Shandong,M,MT114291,1746,40698,Homo sapiens,China: Shandong,S
MT005202,6368,7/25/2011,Homo sapiens,SD2011-028,China: Shandong,L,MT005244,3378,7/25/2011,Homo sapiens,China: Shandong,M,MT114292,1746,40749,Homo sapiens,China: Shandong,S
MT005203,6368,8/1/2011,Homo sapiens,SD2011-031,China: Shandong,L,MT005245,3378,8/1/2011,Homo sapiens,China: Shandong,M,MT114293,1746,40756,Homo sapiens,China: Shandong,S
MT005204,6368,5/26/2011,Homo sapiens,SD2011-032,China: Shandong,L,MT005246,3378,5/26/2011,Homo sapiens,China: Shandong,M,MT114294,1746,40689,Homo sapiens,China: Shandong,S
MT005205,6368,8/5/2011,Homo sapiens,SD2011-035,China: Shandong,L,MT005247,3378,8/5/2011,Homo sapiens,China: Shandong,M,MT114295,1746,40760,Homo sapiens,China: Shandong,S
MT005206,6368,8/25/2011,Homo sapiens,SD2011-036,China: Shandong,L,MT005248,3378,8/25/2011,Homo sapiens,China: Shandong,M,MT114296,1746,40780,Homo sapiens,China: Shandong,S
MT005207,6368,6/24/2011,Homo sapiens,SD2011-038,China: Shandong,L,MT005249,3378,6/24/2011,Homo sapiens,China: Shandong,M,MT114297,1746,40718,Homo sapiens,China: Shandong,S
MT005208,6368,7/28/2011,Homo sapiens,SD2011-039,China: Shandong,L,MT005250,3378,7/28/2011,Homo sapiens,China: Shandong,M,MT114298,1746,40752,Homo sapiens,China: Shandong,S
MT005209,6368,7/5/2011,Homo sapiens,SD2011-040,China: Shandong,L,MT005251,3378,7/5/2011,Homo sapiens,China: Shandong,M,MT114299,1746,40729,Homo sapiens,China: Shandong,S
MT005210,6368,6/24/2011,Homo sapiens,SD2011-049,China: Shandong,L,MT005252,3378,6/24/2011,Homo sapiens,China: Shandong,M,MT114300,1746,40718,Homo sapiens,China: Shandong,S
MT005211,6368,5/20/2011,Homo sapiens,SD2011-054,China: Shandong,L,MT005253,3378,5/20/2011,Homo sapiens,China: Shandong,M,MT114301,1746,40683,Homo sapiens,China: Shandong,S
MT005212,6368,8/9/2011,Homo sapiens,SD2011-057,China: Shandong,L,MT005254,3378,8/9/2011,Homo sapiens,China: Shandong,M,MT114302,1746,40764,Homo sapiens,China: Shandong,S
MT005213,6368,5/16/2012,Homo sapiens,SD2012-017,China: Shandong,L,MT005255,3378,5/16/2012,Homo sapiens,China: Shandong,M,MT114303,1746,41045,Homo sapiens,China: Shandong,S
MT005214,6368,5/14/2012,Homo sapiens,SD2012-050,China: Shandong,L,MT005256,3378,5/14/2012,Homo sapiens,China: Shandong,M,MT114304,1746,41043,Homo sapiens,China: Shandong,S
MT005215,6368,6/5/2012,Homo sapiens,SD2012-068,China: Shandong,L,MT005257,3378,6/5/2012,Homo sapiens,China: Shandong,M,MT114305,1746,41065,Homo sapiens,China: Shandong,S
MT005216,6368,5/19/2012,Homo sapiens,SD2012-076,China: Shandong,L,MT005258,3378,5/19/2012,Homo sapiens,China: Shandong,M,MT114306,1746,41048,Homo sapiens,China: Shandong,S
MT005217,6368,6/14/2012,Homo sapiens,SD2012-081,China: Shandong,L,MT005259,3378,6/14/2012,Homo sapiens,China: Shandong,M,MT114307,1746,41074,Homo sapiens,China: Shandong,S
MT005218,6368,6/19/2013,Homo sapiens,SD2013-054,China: Shandong,L,MT005260,3378,6/19/2013,Homo sapiens,China: Shandong,M,MT114308,1746,41444,Homo sapiens,China: Shandong,S
MT005219,6368,6/23/2013,Homo sapiens,SD2013-055,China: Shandong,L,MT005261,3378,6/23/2013,Homo sapiens,China: Shandong,M,MT114309,1746,41448,Homo sapiens,China: Shandong,S
MT005220,6368,6/26/2013,Homo sapiens,SD2013-056,China: Shandong,L,MT005262,3378,6/26/2013,Homo sapiens,China: Shandong,M,MT114310,1746,41451,Homo sapiens,China: Shandong,S
MT005221,6368,6/22/2013,Homo sapiens,SD2013-058,China: Shandong,L,MT005263,3378,6/22/2013,Homo sapiens,China: Shandong,M,MT114311,1746,41447,Homo sapiens,China: Shandong,S
MT005222,6368,6/8/2013,Homo sapiens,SD2013-073,China: Shandong,L,MT005264,3378,6/8/2013,Homo sapiens,China: Shandong,M,MT114312,1746,41433,Homo sapiens,China: Shandong,S
MT005223,6368,6/12/2013,Homo sapiens,SD2013-076,China: Shandong,L,MT005265,3378,6/12/2013,Homo sapiens,China: Shandong,M,MT114313,1746,41437,Homo sapiens,China: Shandong,S
MT005224,6368,6/8/2013,Homo sapiens,SD2013-077,China: Shandong,L,MT005266,3378,6/8/2013,Homo sapiens,China: Shandong,M,MT114314,1746,41433,Homo sapiens,China: Shandong,S
MT005225,6368,6/20/2013,Homo sapiens,SD2013-080,China: Shandong,L,MT005267,3378,6/20/2013,Homo sapiens,China: Shandong,M,MT114315,1746,41445,Homo sapiens,China: Shandong,S
MT005226,6368,6/24/2013,Homo sapiens,SD2013-081,China: Shandong,L,MT005268,3378,6/24/2013,Homo sapiens,China: Shandong,M,MT114316,1746,41449,Homo sapiens,China: Shandong,S
MT005227,6368,5/15/2013,Homo sapiens,SD2013-090,China: Shandong,L,MT005269,3378,5/15/2013,Homo sapiens,China: Shandong,M,MT114317,1746,41409,Homo sapiens,China: Shandong,S
MT005228,6368,6/26/2013,Homo sapiens,SD2013-094,China: Shandong,L,MT005270,3378,6/26/2013,Homo sapiens,China: Shandong,M,MT114318,1746,41451,Homo sapiens,China: Shandong,S
MT005229,6368,5/28/2014,Homo sapiens,SD2014-059,China: Shandong,L,MT005271,3378,5/28/2014,Homo sapiens,China: Shandong,M,MT114319,1746,41787,Homo sapiens,China: Shandong,S
MT005230,6368,5/28/2014,Homo sapiens,SD2014-067,China: Shandong,L,MT005272,3378,5/28/2014,Homo sapiens,China: Shandong,M,MT114320,1746,41787,Homo sapiens,China: Shandong,S
MT005231,6368,8/11/2014,Homo sapiens,SD2014-146,China: Shandong,L,MT005273,3378,8/11/2014,Homo sapiens,China: Shandong,M,MT114321,1746,41862,Homo sapiens,China: Shandong,S
MT005232,6368,7/4/2014,Homo sapiens,SD2014-148,China: Shandong,L,MT005274,3378,7/4/2014,Homo sapiens,China: Shandong,M,MT114322,1746,41824,Homo sapiens,China: Shandong,S
MT005233,6368,6/18/2014,Homo sapiens,SD2014-157,China: Shandong,L,MT005275,3378,6/18/2014,Homo sapiens,China: Shandong,M,MT114323,1746,41808,Homo sapiens,China: Shandong,S
MT005234,6368,6/17/2014,Homo sapiens,SD2014-163,China: Shandong,L,MT005276,3378,6/17/2014,Homo sapiens,China: Shandong,M,MT114324,1746,41807,Homo sapiens,China: Shandong,S
MT005235,6368,7/7/2014,Homo sapiens,SD2014-198,China: Shandong,L,MT005277,3378,7/7/2014,Homo sapiens,China: Shandong,M,MT114325,1746,41827,Homo sapiens,China: Shandong,S
MT005236,6368,7/29/2014,Homo sapiens,SD2014-209,China: Shandong,L,MT005278,3378,7/29/2014,Homo sapiens,China: Shandong,M,MT114326,1746,41849,Homo sapiens,China: Shandong,S
MT005237,6368,5/4/2015,Homo sapiens,SD2015-064,China: Shandong,L,MT005279,3378,5/4/2015,Homo sapiens,China: Shandong,M,MT114327,1746,42128,Homo sapiens,China: Shandong,S
MT005238,6368,5/22/2015,Homo sapiens,SD2015-086,China: Shandong,L,MT005280,3378,5/22/2015,Homo sapiens,China: Shandong,M,MT114328,1746,42146,Homo sapiens,China: Shandong,S
MT005239,6368,5/18/2015,Homo sapiens,SD2015-088,China: Shandong,L,MT005281,3378,5/18/2015,Homo sapiens,China: Shandong,M,MT114329,1746,42142,Homo sapiens,China: Shandong,S
MT005240,6368,5/18/2015,Homo sapiens,SD2015-089,China: Shandong,L,MT005282,3378,5/18/2015,Homo sapiens,China: Shandong,M,MT114330,1746,42142,Homo sapiens,China: Shandong,S
MT005241,6368,6/2/2015,Homo sapiens,SD2015-101,China: Shandong,L,MT005283,3378,6/2/2015,Homo sapiens,China: Shandong,M,MT114331,1746,42157,Homo sapiens,China: Shandong,S
JQ684871,6368,7/10/2010,Haemaphysalis longicornis,SDLZtick12/2010,China,L,JQ684872,3378,7/10/2010,Haemaphysalis longicornis,China,M,JQ684873,1744,40369,Haemaphysalis longicornis,China,S
KX641909,6368,7/3/2015,Homo sapiens,SDTA_1,China,L,KX641913,3378,7/3/2015,Homo sapiens,China,M,KX641917,1744,42188,Homo sapiens,China,S
KX641910,6368,6/29/2015,Homo sapiens,SDTA_2,China,L,KX641914,3378,6/29/2015,Homo sapiens,China,M,KX641918,1744,42184,Homo sapiens,China,S
KX641911,6368,7/4/2015,Homo sapiens,SDTA_3,China,L,KX641915,3378,7/4/2015,Homo sapiens,China,M,KX641919,1744,42189,Homo sapiens,China,S
KX641912,6368,7/16/2015,Homo sapiens,SDTA_4,China,L,KX641916,3378,7/16/2015,Homo sapiens,China,M,KX641920,1744,42201,Homo sapiens,China,S
MT413432,6368,1/1/2017,tick,SDtickSFTS2018-01,China: Shandong,L,MT413433,3378,1/1/2017,tick,China: Shandong,M,MT413434,1744,42736,tick,China: Shandong,S
MF574211,6368,10/15/2015,yellow weasel,SFTSV2015YL20X,China: Henan,L,MF574212,3378,10/15/2015,yellow weasel,China: Henan,M,MF574213,1745,42292,yellow weasel,China: Henan,S
AB817980,6368,NA,Homo sapiens,SPL003A,Japan,L,AB817988,3378,NA,Homo sapiens,Japan,M,AB817996,1746,NA,Homo sapiens,Japan,S
AB817981,6368,NA,Homo sapiens,SPL004A,Japan,L,AB817989,3378,NA,Homo sapiens,Japan,M,AB817997,1746,NA,Homo sapiens,Japan,S
AB817982,6368,NA,Homo sapiens,SPL005A,Japan,L,AB817990,3378,NA,Homo sapiens,Japan,M,AB817998,1746,NA,Homo sapiens,Japan,S
AB817983,6368,NA,Homo sapiens,SPL010A,Japan,L,AB817991,3378,NA,Homo sapiens,Japan,M,AB817999,1746,NA,Homo sapiens,Japan,S
AB817984,6368,NA,Homo sapiens,SPL030A,Japan,L,AB817992,3378,NA,Homo sapiens,Japan,M,AB818000,1746,NA,Homo sapiens,Japan,S
AB817985,6368,NA,Homo sapiens,SPL032A,Japan,L,AB817993,3378,NA,Homo sapiens,Japan,M,AB818001,1746,NA,Homo sapiens,Japan,S
AB817986,6368,NA,Homo sapiens,SPL035A,Japan,L,AB817994,3378,NA,Homo sapiens,Japan,M,AB818002,1746,NA,Homo sapiens,Japan,S
AB983497,6368,NA,Homo sapiens,SPL053A,Japan,L,AB985292,3378,NA,Homo sapiens,Japan,M,AB985523,1746,NA,Homo sapiens,Japan,S
AB983498,6368,NA,Homo sapiens,SPL054A,Japan,L,AB985293,3378,NA,Homo sapiens,Japan,M,AB985524,1746,NA,Homo sapiens,Japan,S
AB983499,6368,NA,Homo sapiens,SPL055A,Japan,L,AB985294,3378,NA,Homo sapiens,Japan,M,AB985525,1746,NA,Homo sapiens,Japan,S
AB983500,6368,NA,Homo sapiens,SPL057A,Japan,L,AB985295,3378,NA,Homo sapiens,Japan,M,AB985526,1746,NA,Homo sapiens,Japan,S
AB983501,6368,NA,Homo sapiens,SPL060A,Japan,L,AB985296,3378,NA,Homo sapiens,Japan,M,AB985527,1746,NA,Homo sapiens,Japan,S
AB983502,6368,NA,Homo sapiens,SPL062A,Japan,L,AB985297,3378,NA,Homo sapiens,Japan,M,AB985528,1746,NA,Homo sapiens,Japan,S
AB983503,6368,NA,Homo sapiens,SPL066A,Japan,L,AB985298,3378,NA,Homo sapiens,Japan,M,AB985529,1746,NA,Homo sapiens,Japan,S
AB983504,6368,NA,Homo sapiens,SPL067A,Japan,L,AB985299,3378,NA,Homo sapiens,Japan,M,AB985530,1746,NA,Homo sapiens,Japan,S
AB983505,6368,NA,Homo sapiens,SPL069A,Japan,L,AB985300,3378,NA,Homo sapiens,Japan,M,AB985531,1746,NA,Homo sapiens,Japan,S
AB983506,6368,NA,Homo sapiens,SPL070A,Japan,L,AB985301,3378,NA,Homo sapiens,Japan,M,AB985532,1746,NA,Homo sapiens,Japan,S
AB983507,6368,NA,Homo sapiens,SPL071A,Japan,L,AB985302,3378,NA,Homo sapiens,Japan,M,AB985533,1746,NA,Homo sapiens,Japan,S
AB983508,6368,NA,Homo sapiens,SPL072A,Japan,L,AB985647,2815,NA,Homo sapiens,Japan,M,AB985534,1746,NA,Homo sapiens,Japan,S
AB983509,6368,NA,Homo sapiens,SPL075A,Japan,L,AB985303,3378,NA,Homo sapiens,Japan,M,AB985535,1746,NA,Homo sapiens,Japan,S
AB983510,6368,NA,Homo sapiens,SPL077A,Japan,L,AB985304,3378,NA,Homo sapiens,Japan,M,AB985536,1746,NA,Homo sapiens,Japan,S
AB983511,6368,NA,Homo sapiens,SPL078A,Japan,L,AB985305,3378,NA,Homo sapiens,Japan,M,AB985537,1746,NA,Homo sapiens,Japan,S
AB983512,6368,NA,Homo sapiens,SPL082A,Japan,L,AB985306,3378,NA,Homo sapiens,Japan,M,AB985538,1746,NA,Homo sapiens,Japan,S
AB983513,6368,NA,Homo sapiens,SPL084A,Japan,L,AB985307,3378,NA,Homo sapiens,Japan,M,AB985539,1746,NA,Homo sapiens,Japan,S
AB983514,6368,NA,Homo sapiens,SPL086A,Japan,L,AB985308,3378,NA,Homo sapiens,Japan,M,AB985540,1746,NA,Homo sapiens,Japan,S
AB983515,6368,NA,Homo sapiens,SPL087A,Japan,L,AB985309,3378,NA,Homo sapiens,Japan,M,AB985541,1746,NA,Homo sapiens,Japan,S
AB983516,6368,NA,Homo sapiens,SPL089A,Japan,L,AB985310,3378,NA,Homo sapiens,Japan,M,AB985542,1746,NA,Homo sapiens,Japan,S
AB983517,6368,NA,Homo sapiens,SPL090A,Japan,L,AB985311,3378,NA,Homo sapiens,Japan,M,AB985543,1746,NA,Homo sapiens,Japan,S
AB983518,6368,NA,Homo sapiens,SPL097A,Japan,L,AB985312,3378,NA,Homo sapiens,Japan,M,AB985544,1746,NA,Homo sapiens,Japan,S
AB983519,6368,NA,Homo sapiens,SPL100A,Japan,L,AB985313,3378,NA,Homo sapiens,Japan,M,AB985545,1746,NA,Homo sapiens,Japan,S
AB983520,6368,NA,Homo sapiens,SPL104A,Japan,L,AB985314,3378,NA,Homo sapiens,Japan,M,AB985546,1746,NA,Homo sapiens,Japan,S
AB983521,6368,NA,Homo sapiens,SPL105A,Japan,L,AB985315,3378,NA,Homo sapiens,Japan,M,AB985547,1746,NA,Homo sapiens,Japan,S
AB983522,6368,NA,Homo sapiens,SPL106A,Japan,L,AB985316,3378,NA,Homo sapiens,Japan,M,AB985548,1746,NA,Homo sapiens,Japan,S
AB983523,6368,NA,Homo sapiens,SPL107A,Japan,L,AB985317,3378,NA,Homo sapiens,Japan,M,AB985549,1746,NA,Homo sapiens,Japan,S
AB983524,6368,NA,Homo sapiens,SPL108A,Japan,L,AB985318,3378,NA,Homo sapiens,Japan,M,AB985550,1746,NA,Homo sapiens,Japan,S
AB983525,6368,NA,Homo sapiens,SPL112A,Japan,L,AB985319,3378,NA,Homo sapiens,Japan,M,AB985551,1746,NA,Homo sapiens,Japan,S
AB983526,6368,NA,Homo sapiens,SPL114A,Japan,L,AB985320,3378,NA,Homo sapiens,Japan,M,AB985552,1746,NA,Homo sapiens,Japan,S
AB983527,6368,NA,Homo sapiens,SPL117A,Japan,L,AB985321,3378,NA,Homo sapiens,Japan,M,AB985553,1746,NA,Homo sapiens,Japan,S
AB983528,6368,NA,Homo sapiens,SPL120A,Japan,L,AB985322,3378,NA,Homo sapiens,Japan,M,AB985554,1746,NA,Homo sapiens,Japan,S
AB983529,6368,NA,Homo sapiens,SPL121A,Japan,L,AB985323,3378,NA,Homo sapiens,Japan,M,AB985555,1746,NA,Homo sapiens,Japan,S
AB983530,6368,NA,Homo sapiens,SPL124A,Japan,L,AB985324,3378,NA,Homo sapiens,Japan,M,AB985556,1746,NA,Homo sapiens,Japan,S
AB983531,6368,NA,Homo sapiens,SPL125A,Japan,L,AB985653,2814,NA,Homo sapiens,Japan,M,AB985557,1746,NA,Homo sapiens,Japan,S
AB983532,6368,NA,Homo sapiens,SPL128A,Japan,L,AB985325,3378,NA,Homo sapiens,Japan,M,AB985558,1746,NA,Homo sapiens,Japan,S
AB983533,6368,NA,Homo sapiens,SPL129A,Japan,L,AB985326,3378,NA,Homo sapiens,Japan,M,AB985559,1746,NA,Homo sapiens,Japan,S
AB983534,6368,NA,Homo sapiens,SPL161A,Japan,L,AB985657,1479,NA,Homo sapiens,Japan,M,AB985572,1746,NA,Homo sapiens,Japan,S
MF045949,6368,4/12/2016,Homo sapiens,SW131,China: Henan,L,MF045957,3378,4/12/2016,Homo sapiens,China: Henan,M,MF045963,1773,42472,Homo sapiens,China: Henan,S
MF045951,6368,4/12/2016,Homo sapiens,SW228,China: Henan,L,MF045955,3378,4/12/2016,Homo sapiens,China: Henan,M,MF045964,1773,42472,Homo sapiens,China: Henan,S
MF045952,6368,4/12/2016,Homo sapiens,SW249,China: Henan,L,MF045958,3378,4/12/2016,Homo sapiens,China: Henan,M,MF045965,1773,42472,Homo sapiens,China: Henan,S
